id_dane;state;municipality;depto;mpio;y_total;SGP_total;pobl_tot;indrural;discapital;areaoficialkm2;pobreza;gini;pib_cons;pib_percapita_cons;pib_total;pib_agricola;ind_alfa;anos_est_mun;TMI;tpobc_FARC;tpobc_ELN;tpobc_DESC;tpobc_AUC;enfr_FARC;enfr_ELN;enfr_DESC;enfr_AUC;desmovilizados;desplazados_expulsion;desplazados_recepcion;polalgn_2011;margin_2011;sample_2011;polalgn_2015;margin_2015;sample_2015
15180;BOYACA;CHISCAS;7;70;2948.9809855;2552.29317;5407.2;0.8069872558116913;164.72052001953125;664;0.521399974822998;0.46299999952316284;17451.2376953125;3.588954734802246;20837.371875;7169.027685546875;84.24827575683594;6.764522075653076;27.228;5;0;0;2;0;0;0;0;1;476;54;0;NA;0;0;NA;0
15183;BOYACA;CHITA;7;73;4356.5853187;3973.471485625;10962.9;0.8236293256282806;119.73274230957031;614;0.48919999599456787;0.4399999976158142;30341.3546875;3.1487589359283445;32002.6857421875;6987.991552734375;80.03728485107422;6.054349422454834;33.56;3;1;1;0;0;0;0;0;8;883;208;0;-19.293286219081274;0;0;-6.090000000000003;1
15185;BOYACA;CHITARAQUE;7;76;3233.0228891;2612.84563625;6734.2;0.8426505982875824;50.07294845581055;155;0.47119998931884766;0.4442000091075897;32919.380078125;5.285230827331543;119846.26171875;73500.63203125;82.02721405029297;6.240391731262207;23.823999999999998;0;0;0;0;0;0;0;0;0;105;123;1;38.4063964709126;0;1;10.009999999999998;0
15187;BOYACA;CHIVATA;7;77;2038.6473965999999;1764.57810975;4969.5;0.6809897661209107;13.748090744018555;51;0.36899998784065247;0.4287000000476837;15468.1427734375;2.993167781829834;21349.2203125;10717.3341796875;75.1498794555664;7.240888595581055;23.8;0;0;0;0;0;0;0;0;0;7;8;0;NA;0;0;NA;0
15189;BOYACA;CIENEGA;7;46;2390.4334617;1801.146943875;5235;0.7634613156318665;15.868522644042969;55;0.4754999876022339;0.4246000051498413;30143.04609375;6.095163440704345;34896.1830078125;8025.93134765625;86.91507720947266;6.502729892730713;18.758;0;0;0;0;0;0;0;0;0;0;16;0;-9.228550829127613;1;1;22.77;0
15204;BOYACA;COMBITA;7;49;4104.0006769;3052.647946125;12827.4;0.9368278861045838;18.298906326293945;149;0.36899998784065247;0.4287000000476837;56319.90078125;4.355500268936157;67699.284765625;21410.5298828125;91.4126205444336;7.857449054718018;24.602;0;0;1;0;0;0;0;0;4;16;32;1;0.7237838747685572;1;0;NA;0
15212;BOYACA;COPER;7;52;3026.6384276;2552.226637125;4256.9;0.83380526304245;75.00666809082031;172;0.453900009393692;0.4498000144958496;28556.5703125;7.50840654373169;32127.6423828125;12732.8685546875;80.22099304199219;5.843600273132324;20.33;0;0;1;0;0;0;0;0;1;74;38;0;NA;0;0;-18.51;0
15215;BOYACA;CORRALES;7;55;1932.119213;1670.971351375;2547;0.3844896644353867;65.90667724609375;59;0.3391999900341034;0.4146000146865845;18046.165234375;7.535938739776611;15629.78359375;808.6276611328125;92.51700592041016;8.24014663696289;15.88;0;0;1;0;0;0;0;0;0;0;5;0;NA;0;1;14.429999999999996;0
15218;BOYACA;COVARACHIA;7;58;2433.8253847;2485.1201615;3336.8;0.8520978569984436;131.9813995361328;104;0.478300005197525;0.4359000027179718;6147.5953125;2.0352457761764526;15879.71650390625;10982.8537109375;76.54545593261719;6.300579071044922;37.886;0;0;0;1;0;0;0;0;0;188;9;0;NA;0;1;14.75;0
15223;BOYACA;CUBARA;7;59;4013.4074535;3360.150289125;6584.2;0.73947713971138;201.7378692626953;1166;0.521399974822998;0.46299999952316284;38670.3546875;6.055276679992676;31630.3962890625;663.798828125;63.92074966430664;5.338333606719971;28.226;1;2;1;0;0;0;0;0;6;265;649;0;NA;0;0;NA;0
15224;BOYACA;CUCAITA;7;60;2483.5296553000003;2157.375161625;4540.7;0.6544996976852417;9.300538063049316;43;0.36899998784065247;0.4287000000476837;36885.5703125;8.295835590362548;37885.84296875;9788.01591796875;85.15161895751953;6.7896037101745605;20.798;0;0;0;0;0;0;0;0;0;7;8;1;5.469078670593184;1;0;NA;0
15226;BOYACA;CUITIVA;7;61;1792.0392539;1499.68004375;1999;0.8984397113323211;46.14693832397461;43;0.3752000033855438;0.42750000953674316;7932.38056640625;4.053260660171508;5772.844384765625;518.9700073242187;84.57979583740234;6.797824859619141;28.192;0;0;1;0;0;0;0;0;0;17;86;1;31.27246585190511;0;1;28.28;0
15232;BOYACA;CHIQUIZA;7;68;2654.2541509000002;2545.25504025;6103.1;0.9819149255752564;15.456390380859375;117;0.36899998784065247;0.4287000000476837;18839.405078125;3.325872373580933;38431.01796875;23836.4130859375;87.45753479003906;6.246491432189941;26.15;0;0;1;0;0;0;0;0;0;6;0;0;NA;0;0;NA;0
15236;BOYACA;CHIVOR;7;78;3041.0816032000002;2035.915861625;2325.9;0.7465863287448883;72.40172576904297;111;0.4618000090122223;0.4311000108718872;19037.71328125;9.938318824768066;14000.98125;555.1771911621094;85.51051330566406;7.000918865203857;19.48;0;0;0;2;0;0;0;0;8;255;65;0;NA;0;0;NA;0
15238;BOYACA;DUITAMA;7;79;41486.824661000006;32294.8384845;107165.8;0.14115629717707634;53.708194732666016;229;0.3391999900341034;0.4146000146865845;1296944.2;12.224951171875;946764.1375;3811.412255859375;95.74574279785156;9.920260429382324;12.316;5;2;40;4;0;0;0;0;25;234;1941;1;5.581215537062285;1;0;-28.430000000000003;0
15244;BOYACA;EL COCUY;7;82;3291.333195;2687.63453975;5626.1;0.5249685943126678;141.52642822265625;191;0.521399974822998;0.46299999952316284;50965.54609375;10.03598461151123;58176.0875;17850.15390625;88.83878326416016;7.385621070861816;27.602;0;0;1;0;0;0;0;0;7;208;6;0;NA;0;0;NA;0
15248;BOYACA;EL ESPINO;7;85;2309.7532389;1985.582094625;3975.4;0.6885594189167022;144.35585021972656;70;0.521399974822998;0.46299999952316284;22408.97421875;5.7447349548339846;21232.5853515625;3560.3754638671876;90.98360443115234;8.407419204711914;21.438;0;0;0;0;0;0;0;0;4;196;13;0;-27.739075364154527;0;0;-14.509999999999998;0
15272;BOYACA;FIRAVITOBA;7;88;2280.8304694;1788.266272125;6302.1;0.6695063292980195;43.60837173461914;108;0.3752000033855438;0.42750000953674316;32522.7609375;5.356046199798584;38021.3525390625;10934.57763671875;88.4477310180664;8.036617279052734;16.08;1;1;3;0;0;0;0;0;0;9;26;0;NA;0;1;34.040000000000006;0
15276;BOYACA;FLORESTA;7;91;2313.7401636;2074.048163375;4885.1;0.6908935129642486;61.05219268798828;92;0.3391999900341034;0.4146000146865845;28754.878515625;8.0022798538208;29532.3107421875;3701.5839599609376;89.36781311035156;7.218550682067871;28.234;0;0;0;0;0;0;0;0;0;10;28;0;NA;0;0;-23.349999999999998;0
15293;BOYACA;GACHANTIVA;7;94;2440.8680052;2106.404920125;3094.6;0.8736174285411835;31.151565551757812;88;0.47119998931884766;0.4442000091075897;19830.952734375;6.95919361114502;22617.023828125;2317.2613525390625;83.83292388916016;6.39017915725708;24.404;0;0;0;0;0;0;0;0;0;15;43;1;13.049853372434008;0;1;24.65;0
15296;BOYACA;GAMEZA;7;97;2617.9756412;2293.171657;5686.3;0.7245349228382111;76.21036529541016;117;0.3752000033855438;0.42750000953674316;29349.809375;6.374751567840576;27831.8326171875;6831.093359375;89.92696380615234;6.960995674133301;22.1;1;0;1;0;0;0;0;0;2;57;39;0;NA;0;0;NA;0
15299;BOYACA;GARAGOA;7;100;5421.2836224;2826.747968875;16387.7;0.25987994074821474;49.5181770324707;210;0.45820000767707825;0.4309999942779541;143179.46875;8.84463186264038;113308.234375;7603.51376953125;90.6560287475586;8.09328556060791;18.53;1;0;3;0;0;0;0;0;21;210;419;0;-3.727310516835253;1;1;23.83;0
15317;BOYACA;GUACAMAYAS;7;103;1806.6038468;1651.362612125;2170;0.7250924646854401;140.8336639404297;59;0.521399974822998;0.46299999952316284;12691.808984375;6.752838802337647;17049.8283203125;6022.465625;87.78003692626953;7.323934078216553;28.24;0;0;0;0;0;0;0;0;1;49;9;0;-38.98039215686275;0;0;NA;0
15322;BOYACA;GUATEQUE;7;106;4276.9876955;2345.020077125;10108.2;0.29606940448284147;58.05144119262695;37;0.4618000090122223;0.4311000108718872;125133.303125;12.836832237243652;98056.4671875;4785.3861328125;87.50899505615234;8.153079986572266;14.184;0;0;1;1;0;0;0;0;5;150;192;0;NA;0;0;NA;0
15325;BOYACA;GUAYATA;7;109;2742.2909587;2236.191214375;6766;0.795534074306488;68.09699249267578;81;0.4618000090122223;0.4311000108718872;32919.380078125;6.24638261795044;32624.4833984375;5974.189697265625;82.94239044189453;6.86733341217041;26.5;1;0;2;0;0;0;0;0;1;115;68;0;-1.5406664278036573;1;1;17.050000000000004;0
15332;BOYACA;GUICAN;7;112;2849.4863817;2778.0263305;7938.1;0.7901669144630432;166.2914581298828;917;0.521399974822998;0.46299999952316284;23202.21328125;4.273327589035034;27973.2740234375;10065.60458984375;60.37685775756836;4.940877914428711;32.49;0;0;0;0;0;0;0;0;2;164;27;1;32.06997084548105;0;0;NA;0
15362;BOYACA;IZA;7;118;1640.0015669;1156.78836825;2092.3;0.5723199963569641;46.03694152832031;34;0.3752000033855438;0.42750000953674316;20425.880859375;9.598411178588867;19994.36640625;446.55560913085935;86.06998443603516;8.418939590454102;15.274;0;0;0;0;0;0;0;0;0;18;20;1;29.252150893448047;0;0;NA;0
15367;BOYACA;JENESANO;7;121;3865.2510872999997;2260.963092625;7361.2;0.7873336434364319;16.50484848022461;53;0.4754999876022339;0.4246000051498413;51560.475;7.094045829772949;47537.81953125;13493.22041015625;82.032958984375;6.182737827301025;18.722;0;0;0;0;0;0;0;0;0;35;58;0;NA;0;1;44.010000000000005;0
15368;BOYACA;JERICO;7;124;3034.006699;2741.070993625;4754.5;0.8702445983886719;111.60201263427734;117;0.48919999599456787;0.4399999976158142;22408.97421875;5.275990390777588;23303.202734375;8750.0759765625;82.05128479003906;6.1031718254089355;26.236;0;0;0;0;0;0;0;0;2;168;9;0;NA;0;1;22.17;0
15377;BOYACA;LABRANZAGRANDE;7;127;2881.9135386;2597.862545625;5329.6;0.8053328275680542;86.40208435058594;686;0.607200026512146;0.5109000205993652;16657.9990234375;3.204156446456909;12847.49765625;84.48349075317383;75.595916748046875;5.393124103546143;29.55;5;2;6;1;0;0;0;0;32;1009;117;0;-19.18714555765596;0;1;53.93000000000001;0
15380;BOYACA;LA CAPILLA;7;130;1868.5429541;1636.135527875;3250.2;0.681635183095932;47.42288589477539;54;0.4618000090122223;0.4311000108718872;21615.737109375;7.621109199523926;30401.208203125;9890.60263671875;89.449951171875;6.866405963897705;17.546;0;0;1;0;0;0;0;0;0;37;16;1;7.94318779589689;1;1;16.64;0
15401;BOYACA;LA VICTORIA;7;137;2364.3946381;2411.025284625;1673;0.5854384005069733;95.1152572631836;111;0.453900009393692;0.4498000144958496;7734.07138671875;4.664282321929932;8145.8421875;2546.5738037109377;70.71984100341797;6.004621505737305;18.4;0;0;0;0;0;0;0;0;0;23;2;1;12.955122777307366;0;0;NA;0
15403;BOYACA;LA UVITA;7;136;2402.4861159;2085.794731125;3782.7;0.6745606958866119;118.31031036376953;177;0.478300005197525;0.4359000027179718;39066.97265625;13.629464530944825;36346.5513671875;4586.246728515625;91.20466613769531;7.650510311126709;21.49;0;0;1;0;0;0;0;0;1;82;7;0;-4.4988610478359945;1;0;-21.779999999999998;0
15407;BOYACA;VILLA DE LEYVA;7;139;4811.0429363;2530.638147125;11810.4;0.43441347777843475;24.524681091308594;121;0.47119998931884766;0.4442000091075897;91024.06875;9.234151268005371;90264.36484375;10856.12841796875;91.47486114501953;8.69979476928711;14.72;1;0;1;0;0;0;0;0;0;1;172;0;-3.3427846590061208;1;1;12.2;0
15425;BOYACA;MACANAL;7;142;4339.0293427;2030.851697875;4662.9;0.8024703383445739;63.61776351928711;198;0.45820000767707825;0.4309999942779541;22805.593359375;4.951088523864746;22769.082421875;7458.68525390625;86.1567611694336;6.992845058441162;17.538;0;0;3;0;0;0;0;0;1;171;119;1;19.86703167774736;0;0;-26.45;0
15442;BOYACA;MARIPI;7;148;4147.9820246;3347.001069;7943.9;0.88688445687294;75.58604431152344;112;0.453900009393692;0.4498000144958496;36885.5703125;4.977837944030762;58102.117578125;23703.6533203125;78.5142593383789;5.5634050369262695;19.99;0;0;2;0;0;0;0;0;0;335;53;0;-16.391184573002754;0;0;-15.189999999999998;0
15455;BOYACA;MIRAFLORES;7;151;5067.4478047;2547.42776175;9601.7;0.5224122285842896;46.476768493652344;265;0.48089998960494995;0.43149998784065247;92610.546875;9.854619216918945;78627.2609375;12744.937890625;86.02764129638672;7.7001471519470215;15.042;0;0;2;0;0;0;0;0;5;608;486;0;-1.2832790653131596;1;1;14.77;0
15464;BOYACA;MONGUA;7;154;2396.980834;2172.017229625;5304.4;0.6558764100074768;78.99778747558594;354;0.3752000033855438;0.42750000953674316;28159.950390625;5.8595452308654785;26122.1123046875;6420.74541015625;87.2191390991211;6.942875385284424;26.468;1;1;1;0;0;0;0;0;2;180;130;0;-26.807228915662648;0;0;NA;0
15466;BOYACA;MONGUI;7;157;1747.4646516999999;1543.0306575;5022.8;0.4617889106273651;62.80398178100586;70;0.3752000033855438;0.42750000953674316;32522.7609375;6.659601783752441;38419.7169921875;10125.9498046875;90.61528778076172;7.677083969116211;19.47;0;0;1;0;0;0;0;0;0;13;25;0;NA;0;0;NA;0
15469;BOYACA;MONIQUIRA;7;160;6619.8861718;4042.2987;21645.3;0.5439154863357544;42.556434631347656;220;0.47119998931884766;0.4442000091075897;142782.853125;6.776798915863037;200318.653125;85177.46328125;82.981536865234375;7.31814432144165;15.298;0;0;1;0;0;0;0;0;2;227;329;0;-1.4652749899638735;1;1;18.21;0
15476;BOYACA;MOTAVITA;7;161;2385.0025212;2110.40537275;6692.7;0.9087524712085724;9.394146919250488;61;0.36899998784065247;0.4287000000476837;21615.737109375;3.478508710861206;25466.538671875;12358.72763671875;89.59146881103516;7.201573848724365;25.88;0;0;0;0;0;0;0;0;0;5;17;0;NA;0;0;NA;0
15480;BOYACA;MUZO;7;163;4397.770797;3274.4906265;10339.7;0.45925611853599546;81.05055236816406;136;0.453900009393692;0.4498000144958496;74167.7578125;8.116461372375488;61008.997265625;13819.08525390625;83.458770751953125;6.848043918609619;15.564;0;0;1;0;0;0;0;0;0;539;194;0;NA;0;1;22.340000000000003;0
15491;BOYACA;NOBSA;7;166;10016.4635;2464.532986375;14917.1;0.6592386901378632;56.27655029296875;53;0.3752000033855438;0.42750000953674316;116605.990625;7.544376564025879;99936.546875;2576.7465087890623;95.63292694091797;9.408025741577148;14.766;0;1;6;0;0;0;0;0;2;26;261;0;NA;0;0;NA;0
15494;BOYACA;NUEVO COLON;7;169;2470.9284317;1909.183808625;6035;0.8300579071044922;21.100948333740234;50;0.4754999876022339;0.4246000051498413;42636.546875;7.091833114624023;58145.876953125;27638.1705078125;87.60187530517578;6.945517063140869;19.381999999999998;0;0;1;0;0;0;0;0;0;30;30;1;4.632396891811119;1;1;21.310000000000002;0
15500;BOYACA;OICATA;7;173;1962.4546192999999;1733.59032175;2795.5;0.8991134345531464;12.028300285339355;62;0.36899998784065247;0.4287000000476837;11700.2611328125;4.182996225357056;16869.27080078125;5467.288818359375;89.33782196044922;7.234405040740967;21.304;0;0;0;0;0;0;0;0;0;0;6;0;NA;0;1;0.10999999999999943;1
15507;BOYACA;OTANCHE;7;176;5681.0818850999995;3375.46436175;10412.1;0.6232504844665527;95.985931396484375;501;0.453900009393692;0.4498000144958496;50370.6171875;4.648154640197754;52654.80859375;17705.3259765625;84.00822448730469;6.226247310638428;15.564;0;0;0;1;0;0;0;0;2;1131;391;0;-26.314520019295703;0;0;NA;0
15511;BOYACA;PACHAVITA;7;178;1994.8733178;1680.341163125;3164.8;0.8464884102344513;41.71450424194336;67;0.45820000767707825;0.4309999942779541;22210.665625;8.164636039733887;28594.859375;6716.437109375;85.94032287597656;6.5129475593566895;17.646;0;0;0;0;0;0;0;0;0;13;28;0;NA;0;0;NA;0
15514;BOYACA;PAEZ;7;179;2779.176908;1925.193496375;3417.2;0.6563601732254029;66.59767150878906;326;0.48089998960494995;0.43149998784065247;23202.21328125;7.65348539352417;35501.6009765625;19186.201953125;83.61949157714844;6.35428524017334;20.42;2;0;0;1;0;0;0;0;103;1389;819;1;0.6744328632740633;1;1;0.3200000000000003;1
15516;BOYACA;PAIPA;7;181;12882.888566399999;3763.93178525;27424.3;0.44541126787662505;41.88221740722656;395;0.3391999900341034;0.4146000146865845;197714.578125;7.151352405548096;150864.00859375;7881.102685546875;94.74334716796875;8.81713581085205;14.446;1;0;6;0;0;0;0;0;0;51;527;1;28.639319659829916;0;0;NA;0
15518;BOYACA;PAJARITO;7;184;2064.76468;1916.623625;2590.5;0.6504513382911682;79.84015655517578;322;0.607200026512146;0.5109000205993652;25185.30859375;13.512228393554688;19792.128125;2582.7810302734374;83.417083740234375;6.989919662475586;18.848000000000003;6;1;3;0;0;0;0;1;13;547;567;1;39.268680445151034;0;1;31.050000000000004;0
15522;BOYACA;PANQUEBA;7;187;1854.2923367;1790.902861375;1894.1;0.6579357206821441;143.19207763671875;38;0.521399974822998;0.46299999952316284;14873.21328125;9.060695552825928;15069.38896484375;4248.312475585937;85.69144439697266;7.681229591369629;23.178;0;0;1;0;0;0;0;0;0;69;2;1;17.270992366412223;0;0;-11.530000000000001;0
15531;BOYACA;PAUNA;7;190;4426.5379444;3444.06901525;10248.6;0.7477886855602265;76.62017059326172;260;0.453900009393692;0.4498000144958496;42041.61796875;4.110923194885254;63037.055078125;32815.8017578125;77.1595687866211;5.78833532333374;18.992;0;0;0;0;0;0;0;0;0;455;169;1;1.447983960793053;1;0;NA;0
15533;BOYACA;PAYA;7;193;3549.5902817;2897.344445625;2644.2;0.8197856485843659;112.7532730102539;584;0.607200026512146;0.5109000205993652;3966.190283203125;1.5520699262619018;10110.708984375;6879.3703125;68.304840087890625;5.970535755157471;30.08;1;0;0;0;0;0;0;0;4;336;40;0;NA;0;0;NA;0
15537;BOYACA;PAZ DE RIO;7;199;2521.910939;1685.619906875;5300.4;0.41030970215797424;86.2500991821289;117;0.48919999599456787;0.4399999976158142;50568.9234375;10.459605979919434;37294.7451171875;2920.7150146484373;91.81916046142578;8.47269058227539;16.158;0;0;1;0;0;0;0;0;1;60;34;0;NA;0;0;NA;0
15542;BOYACA;PESCA;7;202;3349.8265368;2816.032514875;10005.1;0.75194549560546875;35.05709457397461;247;0.3752000033855438;0.42750000953674316;53741.87734375;6.3336615562438965;55107.665625;17415.6681640625;85.81603240966797;7.129744529724121;21.562;2;0;4;0;0;0;0;0;0;102;74;0;NA;0;0;NA;0
15550;BOYACA;PISBA;7;205;3251.1085421;2834.950930875;1560.5;0.7826220393180847;105.4552001953125;298;0.607200026512146;0.5109000205993652;991.5475708007813;0.7062789559364319;5667.89853515625;4513.832275390625;83.99044036865234;6.105142116546631;33.9;6;1;2;0;1;1;0;0;12;326;8;0;NA;0;0;NA;0
15572;BOYACA;PUERTO BOYACA;7;214;42960.2489252;7650.049903;49079.9;0.32260519564151763;125.55755615234375;1472;0.453900009393692;0.4498000144958496;305594.96875;5.7079548835754395;191804.9828125;6275.9162109375;81.13441467285156;7.280816555023193;22.46;0;0;9;0;1;0;0;1;9;3106;2311;1;8.351177730192717;1;1;30.05;0
15580;BOYACA;QUIPAMA;7;215;4208.5902107;3449.962086875;9039.2;0.8102428436279296;95.7867431640625;184;0.453900009393692;0.4498000144958496;51163.853125;6.299222087860107;36663.35625;3801.756884765625;81.21018981933594;6.546446800231934;23.934;0;0;0;0;0;0;0;0;1;260;84;0;-20.88755422088756;0;0;NA;0
15599;BOYACA;RAMIRIQUI;7;217;4500.2414909;3196.13720475;10863;0.5727924585342408;20.761743545532227;139;0.4754999876022339;0.4246000051498413;71788.04453125;7.825804805755615;69889.775390625;5612.117626953125;85.409942626953125;7.209914684295654;15.5;0;0;1;0;0;0;0;0;0;119;140;0;NA;0;0;NA;0
15600;BOYACA;RAQUIRA;7;220;3225.5862625;2943.59106625;12424.1;0.8063858628273011;28.69442367553711;233;0.47119998931884766;0.4442000091075897;66037.0671875;5.3338117599487305;91645.109375;1417.0295654296874;81.91817474365234;6.516345977783203;22.29;0;0;0;0;0;0;0;0;0;5;25;0;NA;0;0;-2.049999999999997;1
15621;BOYACA;RONDON;7;223;1992.5754259;1875.5652865;2988.5;0.832481998205185;25.886289596557617;159;0.4754999876022339;0.4246000051498413;26176.85703125;9.116942024230957;33590.5701171875;8508.69462890625;76.805145263671875;6.70495080947876;18.306;0;0;0;1;0;0;0;0;0;42;35;1;11.42857142857143;0;1;18.57;0
15632;BOYACA;SABOYA;7;226;4671.7584935;3487.324186375;12885.4;0.9409988939762115;48.55563735961914;251;0.453900009393692;0.4498000144958496;41446.68984375;3.3710384368896484;68238.71328125;39761.551953125;83.70378875732422;6.964705467224121;20;0;0;3;0;0;0;0;0;0;45;23;0;NA;0;1;3.990000000000002;1
15638;BOYACA;SACHICA;7;232;2319.753533;1755.627218625;3866.6;0.5735122382640838;19.88617515563965;61;0.47119998931884766;0.4442000091075897;17252.92734375;4.639275550842285;16147.12353515625;3466.2370849609374;89.75324249267578;7.290312767028809;21.65;0;0;0;0;0;0;0;0;0;2;25;0;NA;0;0;-10.040000000000003;0
15646;BOYACA;SAMACA;7;235;6163.2450149;3375.296472375;17372.2;0.7241470634937286;18.987363815307617;150;0.36899998784065247;0.4287000000476837;96973.3515625;5.404438877105713;119766.303125;52922.869921875;92.30072784423828;7.134542465209961;18.002;1;0;0;0;0;0;0;0;0;37;372;0;NA;0;1;50.989999999999995;0
15660;BOYACA;SAN EDUARDO;7;237;2177.5091588;1907.905668375;1919.6;0.6305740416049957;48.48638916015625;106;0.48089998960494995;0.43149998784065247;12096.88046875;6.72128267288208;17224.2517578125;2645.1779541015626;84.52474212646484;6.973440170288086;16.394;1;0;0;0;1;0;0;1;2;95;38;0;NA;0;1;3.730000000000004;1
15664;BOYACA;SAN JOSE DE PARE;7;238;2514.9343807;2103.608039375;5708.3;0.833262586593628;55.968650817871094;77;0.47119998931884766;0.4442000091075897;47792.59375;8.768709850311279;102129.23671875;49398.7015625;78.8120346069336;6.20598030090332;24.112;0;0;0;0;0;0;0;0;0;60;147;1;32.948929159802304;0;0;-6.030000000000001;1
15667;BOYACA;SAN LUIS DE GACENO;7;241;3353.2252726;2394.122496;6441.3;0.6688647449016571;95.01915740966797;247;0.45820000767707825;0.4309999942779541;42636.546875;7.328001213073731;43329.870703125;13758.740625;81.5297622680664;6.995339870452881;18.54;0;0;2;5;1;0;0;2;36;634;298;1;12.990743696137883;0;1;10.530000000000001;0
15673;BOYACA;SAN MATEO;7;247;3012.4012898;2442.01614275;4907.5;0.6976922035217286;134.17697143554688;132;0.478300005197525;0.4359000027179718;19632.64140625;4.831609869003296;22366.4015625;7205.23525390625;82.55596923828125;6.747471809387207;21.474;0;0;1;1;0;0;0;0;0;454;28;1;1.667959658650119;1;0;NA;0
15676;BOYACA;SAN MIGUEL DE SEMA;7;248;2787.0097531;1952.765319875;4595.1;0.8952562093734742;42.31997299194336;70;0.453900009393692;0.4498000144958496;15071.523046875;3.8295655250549316;11413.7158203125;132.75976486206054;88.72370910644531;7.567965984344482;19.358;0;0;0;0;0;0;0;0;0;0;43;0;NA;0;0;NA;0
15681;BOYACA;SAN PABLO DE BORBUR;7;249;3777.6531714;2954.680231875;10985.2;0.8891727268695832;81.49934387207031;165;0.453900009393692;0.4498000144958496;58699.61875;6.9831862449646;60129.073046875;19322.5814453125;82.5121078491211;5.981565475463867;25.126;0;0;3;0;0;0;0;0;0;528;84;1;16.210235131396956;0;0;NA;0
15686;BOYACA;SANTANA;7;250;4140.4626682;2718.928058625;7816.9;0.7178601622581482;60.861236572265625;73;0.47119998931884766;0.4442000091075897;52948.64296875;6.950827789306641;86961.28515625;41746.91328125;73.73015594482422;6.419813632965088;15.636;0;0;1;1;0;0;0;0;0;138;99;0;-8.180501930501933;1;0;NA;0
15690;BOYACA;SANTA MARIA;7;251;3705.1610720999997;2366.486816125;4619.1;0.46111150085926056;88.4312744140625;532;0.45820000767707825;0.4309999942779541;30737.97421875;7.082479667663574;33080.0248046875;8388.003662109375;87.33832550048828;7.582330703735352;19.14;0;0;1;0;0;0;0;0;1;210;146;1;38.15028901734104;0;0;NA;0
15693;BOYACA;SANTA ROSA DE VITERBO;7;253;3229.6184863999997;2151.82855325;13153.5;0.46930947005748747;61.10449981689453;107;0.3391999900341034;0.4146000146865845;107682.0703125;9.302508544921874;85186.5046875;3898.3096923828125;90.42982482910156;8.928662300109863;14.664;0;1;7;0;0;0;0;0;0;32;193;0;NA;0;1;5.739999999999998;1
15696;BOYACA;SANTA SOFIA;7;256;2858.2406923000003;1888.82646075;3157.8;0.7501926958560944;32.410491943359375;82;0.47119998931884766;0.4442000091075897;47395.97265625;16.65329780578613;50975.8390625;3451.754150390625;76.853179931640625;6.817546367645264;20.662;0;0;0;1;0;0;0;0;0;6;12;0;NA;0;0;NA;0
15720;BOYACA;SATIVANORTE;7;259;2119.1782037;1997.509565375;2813.1;0.7871993839740753;100.3372802734375;162;0.478300005197525;0.4359000027179718;9518.856640625;3.866320514678955;8005.914697265625;1810.3604248046875;81.99897766113281;6.5831708908081055;23.366;0;0;1;0;0;0;0;0;0;63;23;1;10.914927768860359;0;0;NA;0
15723;BOYACA;SATIVASUR;7;262;1581.8203798;1498.47453625;1389.7;0.768553626537323;96.22291564941406;62;0.478300005197525;0.4359000027179718;1388.1666015625;1.1628751039505005;3632.5962646484377;1520.7027587890625;91.1797103881836;7.967253684997559;23.054;0;0;0;0;0;0;0;0;0;18;10;0;NA;0;0;NA;0
15740;BOYACA;SIACHOQUE;7;265;3195.4019365;2643.74213225;8843.1;0.8419741749763489;19.67561912536621;167;0.36899998784065247;0.4287000000476837;28159.950390625;3.7960309028625487;53763.883984375;32610.62578125;87.04436492919922;6.740721225738525;30.4;0;0;0;0;0;0;0;0;0;10;9;0;NA;0;0;NA;0
15753;BOYACA;SOATA;7;268;4224.4608348;3489.76410725;9924.8;0.3970380127429962;115.12657928466797;111;0.478300005197525;0.4359000027179718;91222.3734375;12.297333145141602;69106.40078125;5117.28564453125;87.765960693359375;8.651202201843262;17.152;0;0;2;0;0;0;0;0;0;119;70;1;22.39104358256698;0;1;6.299999999999997;1
15755;BOYACA;SOCOTA;7;271;4342.774142;3841.57770125;10656.9;0.8939763724803924;101.65416717529297;617;0.48919999599456787;0.4399999976158142;40653.45;4.583781766891479;46198.373828125;18332.916796875;83.87096405029297;5.993502616882324;29.068;1;0;2;0;0;0;0;0;14;580;93;0;NA;0;0;NA;0
15757;BOYACA;SOCHA;7;274;2834.5006168;2104.66813225;7594.1;0.5281247526407242;91.75254821777344;163;0.48919999599456787;0.4399999976158142;73572.8296875;10.379025268554688;53207.37578125;4151.76005859375;91.691162109375;8.1494293212890625;18.77;1;1;0;0;0;0;0;0;6;176;159;0;NA;0;0;NA;0
15759;BOYACA;SOGAMOSO;7;277;46878.73489;34304.766092625;117014.4;0.17605382651090623;55.39142608642578;214;0.3752000033855438;0.42750000953674316;1363774.55;12.097370910644532;981989.525;16088.06982421875;95.14146423339844;9.703485488891602;13.984;1;3;83;1;0;0;0;0;94;396;3281;0;-40.086080978440805;0;1;3.4700000000000024;1
15761;BOYACA;SOMONDOCO;7;280;2411.8667005;1834.425938375;4431.9;0.8296159207820892;62.75938034057617;68;0.4618000090122223;0.4311000108718872;28159.950390625;9.752524948120117;34194.9580078125;3642.4451904296875;88.78389739990234;7.111362457275391;17.806;0;0;0;0;0;0;0;0;0;79;61;0;NA;0;0;NA;0
